train_image,valid_image,similarity,source,possible_same_original
001_00244_12_a091_jpg.rf.c4dd89d686e718d6667f65a906cd693b.jpg,001_00244_12_a091_jpg.rf.e918bbaafbb678a40e3bb8ecd102e3d8.jpg,same_original_filename,dentalv7_or_unknown,yes
001_00244_12_a091_jpg.rf.cd13197bd7a6e731027b5606d91c5cfc.jpg,001_00244_12_a091_jpg.rf.e918bbaafbb678a40e3bb8ecd102e3d8.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00011_11_a091_jpg.rf.7db9043620df63ffb96481caed55dd39.jpg,003_00011_11_a091_jpg.rf.aa66a327c8d04074029d7945d536271e.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00011_11_a091_jpg.rf.b5c2b124c78bdb8984188ff50f8da1b3.jpg,003_00011_11_a091_jpg.rf.aa66a327c8d04074029d7945d536271e.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00026_12_a091_jpg.rf.2d7b9f14493a06b828dde0991fa96ffa.jpg,003_00026_12_a091_jpg.rf.7c50931a5574ee325ea53e073c234bb5.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00026_12_a091_jpg.rf.b5b24cd461cc0d1c4cf4d4f71c73b632.jpg,003_00026_12_a091_jpg.rf.7c50931a5574ee325ea53e073c234bb5.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00031_04_a091_jpg.rf.68cecb9be03995b0bfb1ffb461700d3a.jpg,003_00031_04_a091_jpg.rf.242ee2fd44767902cc9fdb4ae980a51e.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00031_04_a091_jpg.rf.8b720e297db617f63d96529d97d23543.jpg,003_00031_04_a091_jpg.rf.242ee2fd44767902cc9fdb4ae980a51e.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00031_04_a091_jpg.rf.68cecb9be03995b0bfb1ffb461700d3a.jpg,003_00031_04_a091_jpg.rf.ca9ec68f1144187a428dfe7444b4bbde.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00031_04_a091_jpg.rf.8b720e297db617f63d96529d97d23543.jpg,003_00031_04_a091_jpg.rf.ca9ec68f1144187a428dfe7444b4bbde.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00031_09_a091_jpg.rf.124762c56200276205afd1a60cd8311a.jpg,003_00031_09_a091_jpg.rf.1b9ff2f2dac5c29c789988f0aa77d32d.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00031_09_a091_jpg.rf.1a656a99f3f6942f2068eb6236084e32.jpg,003_00031_09_a091_jpg.rf.1b9ff2f2dac5c29c789988f0aa77d32d.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00031_09_a091_jpg.rf.57f002243c12f33405c51a35e1041c37.jpg,003_00031_09_a091_jpg.rf.1b9ff2f2dac5c29c789988f0aa77d32d.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00031_09_a091_jpg.rf.9ae4867b34f9e0cc838d2f6594327bf9.jpg,003_00031_09_a091_jpg.rf.1b9ff2f2dac5c29c789988f0aa77d32d.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00036_04_a091_jpg.rf.1fe06dc4db3d290ddace8d009bf58a83.jpg,003_00036_04_a091_jpg.rf.cc2733cf1d9d5c4a3a0faab677de10e7.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00036_04_a091_jpg.rf.32613435c9f200aa87ab741f7f0770a0.jpg,003_00036_04_a091_jpg.rf.cc2733cf1d9d5c4a3a0faab677de10e7.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00036_04_a091_jpg.rf.f173f199dd4c591a934371c757b79113.jpg,003_00036_04_a091_jpg.rf.cc2733cf1d9d5c4a3a0faab677de10e7.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00036_04_a091_jpg.rf.fdb91eb4f216e579f61721adac9f5eb1.jpg,003_00036_04_a091_jpg.rf.cc2733cf1d9d5c4a3a0faab677de10e7.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00038_10_a091_jpg.rf.84a400134f4b1e7f4dd387d14af550c7.jpg,003_00038_10_a091_jpg.rf.901085966c5add7ba4d679c5bc400d24.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00038_10_a091_jpg.rf.f731374e044bfe79d90680050121f988.jpg,003_00038_10_a091_jpg.rf.901085966c5add7ba4d679c5bc400d24.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00039_06_a091_jpg.rf.c931d69506c2bbba56ef650ada6bf097.jpg,003_00039_06_a091_jpg.rf.551c60b34b9b17394ad462d5d0952826.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00039_06_a091_jpg.rf.dfa7044c75c3e7cc410769bf1411fdb5.jpg,003_00039_06_a091_jpg.rf.551c60b34b9b17394ad462d5d0952826.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00039_06_a091_jpg.rf.c931d69506c2bbba56ef650ada6bf097.jpg,003_00039_06_a091_jpg.rf.dae9a5b9a29a1ece50a1c9d260175d84.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00039_06_a091_jpg.rf.dfa7044c75c3e7cc410769bf1411fdb5.jpg,003_00039_06_a091_jpg.rf.dae9a5b9a29a1ece50a1c9d260175d84.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00039_10_a091_jpg.rf.1f06a4bf053a1ec31e46de88bb5bc046.jpg,003_00039_10_a091_jpg.rf.97d09c85aa564e6f8f1fc6965b7ba225.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00039_10_a091_jpg.rf.95c6cdce5a3c047784889741f1717cd9.jpg,003_00039_10_a091_jpg.rf.97d09c85aa564e6f8f1fc6965b7ba225.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00039_10_a091_jpg.rf.a8d3e51aabc19981986788b65e6045ec.jpg,003_00039_10_a091_jpg.rf.97d09c85aa564e6f8f1fc6965b7ba225.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00039_10_a091_jpg.rf.f1ab8d713ac15690fa9c33e0ebb00a2e.jpg,003_00039_10_a091_jpg.rf.97d09c85aa564e6f8f1fc6965b7ba225.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00041_10_a091_jpg.rf.215febb59d06c9c98fc2152cf106b857.jpg,003_00041_10_a091_jpg.rf.dbed35eabf7566bcce620d456e187e6c.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00041_10_a091_jpg.rf.cbf0c7aa228d4eecb0390b3a3fb67b5a.jpg,003_00041_10_a091_jpg.rf.dbed35eabf7566bcce620d456e187e6c.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00041_10_a091_jpg.rf.de965c5a15ebdac86cc9c7b19c638c7c.jpg,003_00041_10_a091_jpg.rf.dbed35eabf7566bcce620d456e187e6c.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00041_10_a091_jpg.rf.f551906c2cc9f813b4c404db18004d2c.jpg,003_00041_10_a091_jpg.rf.dbed35eabf7566bcce620d456e187e6c.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00042_06_a091_jpg.rf.c124d44dcb05c2736588fae62261487e.jpg,003_00042_06_a091_jpg.rf.458b448773b337ff9d2dedd82d23a221.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00042_06_a091_jpg.rf.c134aff28730dcb97e4d7835e6c7b6e6.jpg,003_00042_06_a091_jpg.rf.458b448773b337ff9d2dedd82d23a221.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00042_06_a091_jpg.rf.d4a2104700b758709c476a94ae6f95c6.jpg,003_00042_06_a091_jpg.rf.458b448773b337ff9d2dedd82d23a221.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00042_06_a091_jpg.rf.e3f7f1ac0d6562b546e57a8100d12664.jpg,003_00042_06_a091_jpg.rf.458b448773b337ff9d2dedd82d23a221.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00042_09_a091_jpg.rf.8d865295eabc860f61b0f08dc98b7946.jpg,003_00042_09_a091_jpg.rf.14c72614a09f0c954a20c63c1caf611e.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00042_09_a091_jpg.rf.c1734e52ad52b2b40aacc5c694773d8b.jpg,003_00042_09_a091_jpg.rf.14c72614a09f0c954a20c63c1caf611e.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00042_09_a091_jpg.rf.d4f133922e8e8486b252447c13d466cd.jpg,003_00042_09_a091_jpg.rf.14c72614a09f0c954a20c63c1caf611e.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00042_09_a091_jpg.rf.ed4ea19f0650719ada8ff360ae804802.jpg,003_00042_09_a091_jpg.rf.14c72614a09f0c954a20c63c1caf611e.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00042_11_a091_jpg.rf.715a3d82aabade717279e716a995fb7e.jpg,003_00042_11_a091_jpg.rf.751b16ad25fd2889097c0066eecebdfc.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00042_11_a091_jpg.rf.96b484670949455d6ce30f2ad91d742c.jpg,003_00042_11_a091_jpg.rf.751b16ad25fd2889097c0066eecebdfc.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00042_11_a091_jpg.rf.d382e2fe312b147f1d4b45205e10f68c.jpg,003_00042_11_a091_jpg.rf.751b16ad25fd2889097c0066eecebdfc.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00042_11_a091_jpg.rf.f1948cedb36e0897b20833bea941cc6c.jpg,003_00042_11_a091_jpg.rf.751b16ad25fd2889097c0066eecebdfc.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00043_04_a091_jpg.rf.ae4ebd76b3e8ab2311ec49ff9764e0d4.jpg,003_00043_04_a091_jpg.rf.4b5a1929fd261588e05f7d41b9a1fd16.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00043_04_a091_jpg.rf.bfb0d409b347bf9ad58f74add08a9c4f.jpg,003_00043_04_a091_jpg.rf.4b5a1929fd261588e05f7d41b9a1fd16.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00043_04_a091_jpg.rf.ae4ebd76b3e8ab2311ec49ff9764e0d4.jpg,003_00043_04_a091_jpg.rf.8193480008ba6296c52f5c64bdaed462.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00043_04_a091_jpg.rf.bfb0d409b347bf9ad58f74add08a9c4f.jpg,003_00043_04_a091_jpg.rf.8193480008ba6296c52f5c64bdaed462.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00044_11_a091_jpg.rf.4a3c3ae2cd2eab1eb52eedc2faa2b7cb.jpg,003_00044_11_a091_jpg.rf.ed737111c9a43601876400aa5cfb57c9.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00044_11_a091_jpg.rf.b859db4859b45cfeae2179b071a67784.jpg,003_00044_11_a091_jpg.rf.ed737111c9a43601876400aa5cfb57c9.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00044_11_a091_jpg.rf.ec30d1819d03121f63c1ed4811d70118.jpg,003_00044_11_a091_jpg.rf.ed737111c9a43601876400aa5cfb57c9.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00044_11_a091_jpg.rf.f57592aeac5b0a3240e27a888964b34d.jpg,003_00044_11_a091_jpg.rf.ed737111c9a43601876400aa5cfb57c9.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00046_04_a091_jpg.rf.30c1a520f1bd199cedeb74b6b26c143f.jpg,003_00046_04_a091_jpg.rf.e0bc80e9600bb65af8ea76dcec18c02c.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00046_04_a091_jpg.rf.437be7ee89e3fd0104f486fa7f945b01.jpg,003_00046_04_a091_jpg.rf.e0bc80e9600bb65af8ea76dcec18c02c.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00046_04_a091_jpg.rf.da4f8c840f81b29f2fb71e91f5e033d9.jpg,003_00046_04_a091_jpg.rf.e0bc80e9600bb65af8ea76dcec18c02c.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00046_04_a091_jpg.rf.e0c40899396f41d70182d99f50fbadeb.jpg,003_00046_04_a091_jpg.rf.e0bc80e9600bb65af8ea76dcec18c02c.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00047_11_a091_jpg.rf.06de4e8d0efe3393ecd3ceb3633503d8.jpg,003_00047_11_a091_jpg.rf.b9bbd36120a4d0716ab2b4b7bbbe7b58.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00047_11_a091_jpg.rf.5b562d78d4264d66b2bc60e17bda6a6d.jpg,003_00047_11_a091_jpg.rf.b9bbd36120a4d0716ab2b4b7bbbe7b58.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00047_11_a091_jpg.rf.8731c7718c823b547a94fd0cd5de8eff.jpg,003_00047_11_a091_jpg.rf.b9bbd36120a4d0716ab2b4b7bbbe7b58.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00047_11_a091_jpg.rf.c785d9797f63731715ab20d2b82b4d01.jpg,003_00047_11_a091_jpg.rf.b9bbd36120a4d0716ab2b4b7bbbe7b58.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00048_07_a091_jpg.rf.124f749452bcd857f5f5411c04601804.jpg,003_00048_07_a091_jpg.rf.50c24cb5ca8eff33c218ef36b3aca8d5.jpg,same_original_filename,dentalv7_or_unknown,yes
003_00048_07_a091_jpg.rf.2f49dc338d006365952b13b8bbe784e3.jpg,003_00048_07_a091_jpg.rf.50c24cb5ca8eff33c218ef36b3aca8d5.jpg,same_original_filename,dentalv7_or_unknown,yes
005_00157_12_a091_jpg.rf.7cf62421a0f47b78d2962f2832f22f51.jpg,005_00157_12_a091_jpg.rf.49c8affcdcc1c288912958e529be62e2.jpg,same_original_filename,dentalv7_or_unknown,yes
005_00157_12_a091_jpg.rf.c228db548c5df7a2773c851b5c6f377e.jpg,005_00157_12_a091_jpg.rf.49c8affcdcc1c288912958e529be62e2.jpg,same_original_filename,dentalv7_or_unknown,yes
005_00157_12_a091_jpg.rf.7cf62421a0f47b78d2962f2832f22f51.jpg,005_00157_12_a091_jpg.rf.719fda22ba8e2ece5e942f5cf907c24c.jpg,same_original_filename,dentalv7_or_unknown,yes
005_00157_12_a091_jpg.rf.c228db548c5df7a2773c851b5c6f377e.jpg,005_00157_12_a091_jpg.rf.719fda22ba8e2ece5e942f5cf907c24c.jpg,same_original_filename,dentalv7_or_unknown,yes
005_00190_10_a091_jpg.rf.51608ccc509bc8f3458f959e555c0e65.jpg,005_00190_10_a091_jpg.rf.e9f98aabf4384b748847bb2b67de90d4.jpg,same_original_filename,dentalv7_or_unknown,yes
005_00190_10_a091_jpg.rf.7f0c0453db8c20e704483ef69c84a9b3.jpg,005_00190_10_a091_jpg.rf.e9f98aabf4384b748847bb2b67de90d4.jpg,same_original_filename,dentalv7_or_unknown,yes
005_00190_10_a091_jpg.rf.a9f8c8aa4f369b4af41bbdcec2a5e584.jpg,005_00190_10_a091_jpg.rf.e9f98aabf4384b748847bb2b67de90d4.jpg,same_original_filename,dentalv7_or_unknown,yes
005_00190_10_a091_jpg.rf.bca0385287ef5f22dd79ef40acfb21eb.jpg,005_00190_10_a091_jpg.rf.e9f98aabf4384b748847bb2b67de90d4.jpg,same_original_filename,dentalv7_or_unknown,yes
026_00305_07_a091_jpg.rf.05b21dd98bc18b96c05a008c9ce06592.jpg,026_00305_07_a091_jpg.rf.3fdda9d0c7515b9323a9744ae2673cdd.jpg,same_original_filename,dentalv7_or_unknown,yes
026_00305_07_a091_jpg.rf.277888e8491eecd7ca2e2b0eda3d64d5.jpg,026_00305_07_a091_jpg.rf.3fdda9d0c7515b9323a9744ae2673cdd.jpg,same_original_filename,dentalv7_or_unknown,yes
026_00305_07_a091_jpg.rf.91bb71a9e8a9bf849a64bcfb596f6971.jpg,026_00305_07_a091_jpg.rf.3fdda9d0c7515b9323a9744ae2673cdd.jpg,same_original_filename,dentalv7_or_unknown,yes
026_00305_07_a091_jpg.rf.d4a9608922b27d954a8be815902e2e4f.jpg,026_00305_07_a091_jpg.rf.3fdda9d0c7515b9323a9744ae2673cdd.jpg,same_original_filename,dentalv7_or_unknown,yes
026_00454_01_a091_jpg.rf.100a4b547a577c2ada7dac6dd96733bb.jpg,026_00454_01_a091_jpg.rf.a2573b3229d1d2541abe20c575618bbc.jpg,same_original_filename,dentalv7_or_unknown,yes
026_00454_01_a091_jpg.rf.e8c56f1ed4049beab590dc8c75f1aae6.jpg,026_00454_01_a091_jpg.rf.a2573b3229d1d2541abe20c575618bbc.jpg,same_original_filename,dentalv7_or_unknown,yes
026_00454_01_a091_jpg.rf.eca41539fe95c6e4b72b21ab927c4aea.jpg,026_00454_01_a091_jpg.rf.a2573b3229d1d2541abe20c575618bbc.jpg,same_original_filename,dentalv7_or_unknown,yes
026_00454_01_a091_jpg.rf.fd2f9674aa8d8f0e9762a9977bb1a750.jpg,026_00454_01_a091_jpg.rf.a2573b3229d1d2541abe20c575618bbc.jpg,same_original_filename,dentalv7_or_unknown,yes
026_00468_01_a091_jpg.rf.47ba9d6d720f8a8ecd3299c9cc5500ce.jpg,026_00468_01_a091_jpg.rf.4d2f50fd99915b8b4baefb320d50275f.jpg,same_original_filename,dentalv7_or_unknown,yes
026_00468_01_a091_jpg.rf.e004f22ac5d67a87b7207488281bdb45.jpg,026_00468_01_a091_jpg.rf.4d2f50fd99915b8b4baefb320d50275f.jpg,same_original_filename,dentalv7_or_unknown,yes
026_00468_01_a091_jpg.rf.47ba9d6d720f8a8ecd3299c9cc5500ce.jpg,026_00468_01_a091_jpg.rf.d9bc251bbc9a43e6d46d16dfe8ea792b.jpg,same_original_filename,dentalv7_or_unknown,yes
026_00468_01_a091_jpg.rf.e004f22ac5d67a87b7207488281bdb45.jpg,026_00468_01_a091_jpg.rf.d9bc251bbc9a43e6d46d16dfe8ea792b.jpg,same_original_filename,dentalv7_or_unknown,yes
032_00093_09_a091_jpg.rf.19409c705c16415952dea8dccf9fbeee.jpg,032_00093_09_a091_jpg.rf.ffe058569895499673be56e5ee27e4ac.jpg,same_original_filename,dentalv7_or_unknown,yes
032_00093_09_a091_jpg.rf.47c0cc58e21cfb657c3614f88b7b444a.jpg,032_00093_09_a091_jpg.rf.ffe058569895499673be56e5ee27e4ac.jpg,same_original_filename,dentalv7_or_unknown,yes
032_00093_09_a091_jpg.rf.b8b95ba40d63b26b82e564fa290d64d0.jpg,032_00093_09_a091_jpg.rf.ffe058569895499673be56e5ee27e4ac.jpg,same_original_filename,dentalv7_or_unknown,yes
032_00093_09_a091_jpg.rf.cdaae6f909fd6e8769b9283bad7f76c2.jpg,032_00093_09_a091_jpg.rf.ffe058569895499673be56e5ee27e4ac.jpg,same_original_filename,dentalv7_or_unknown,yes
032_00119_11_a091_jpg.rf.4289dc45c65ab68569eef7cdc4382186.jpg,032_00119_11_a091_jpg.rf.4890054ae29e2a475838f012d1cc041e.jpg,same_original_filename,dentalv7_or_unknown,yes
032_00119_11_a091_jpg.rf.697817974b2194e036ca1f1ae04a675c.jpg,032_00119_11_a091_jpg.rf.4890054ae29e2a475838f012d1cc041e.jpg,same_original_filename,dentalv7_or_unknown,yes
032_00119_11_a091_jpg.rf.72c824fc478a52b06ccc633db887ebe0.jpg,032_00119_11_a091_jpg.rf.4890054ae29e2a475838f012d1cc041e.jpg,same_original_filename,dentalv7_or_unknown,yes
032_00119_11_a091_jpg.rf.e1dbfba56cacf3d37ac5626367469c69.jpg,032_00119_11_a091_jpg.rf.4890054ae29e2a475838f012d1cc041e.jpg,same_original_filename,dentalv7_or_unknown,yes
033_00075_12_a091_jpg.rf.504bb3486e8d6d1412c6582462f9fcee.jpg,033_00075_12_a091_jpg.rf.2014b70db69ae42109d9700b245134b4.jpg,same_original_filename,dentalv7_or_unknown,yes
033_00075_12_a091_jpg.rf.7f42fe4f19e21a5e95a103f09a07c0d2.jpg,033_00075_12_a091_jpg.rf.2014b70db69ae42109d9700b245134b4.jpg,same_original_filename,dentalv7_or_unknown,yes
033_00075_12_a091_jpg.rf.504bb3486e8d6d1412c6582462f9fcee.jpg,033_00075_12_a091_jpg.rf.506cb5626d97f50a48fc25df856e30a9.jpg,same_original_filename,dentalv7_or_unknown,yes
033_00075_12_a091_jpg.rf.7f42fe4f19e21a5e95a103f09a07c0d2.jpg,033_00075_12_a091_jpg.rf.506cb5626d97f50a48fc25df856e30a9.jpg,same_original_filename,dentalv7_or_unknown,yes
034_00139_06_a091_jpg.rf.34527de3ba065c1e851ff293a6fa5900.jpg,034_00139_06_a091_jpg.rf.8baa87fac64fef43faf0a6bd47c9d346.jpg,same_original_filename,dentalv7_or_unknown,yes
034_00139_06_a091_jpg.rf.4b50fb99ece2505daf7e3d1645c9b068.jpg,034_00139_06_a091_jpg.rf.8baa87fac64fef43faf0a6bd47c9d346.jpg,same_original_filename,dentalv7_or_unknown,yes
034_00139_06_a091_jpg.rf.9b22495ead11c7184418aa2cae684fcf.jpg,034_00139_06_a091_jpg.rf.8baa87fac64fef43faf0a6bd47c9d346.jpg,same_original_filename,dentalv7_or_unknown,yes
034_00139_06_a091_jpg.rf.d0d9acd3e0ab7cef61ed48c19e935065.jpg,034_00139_06_a091_jpg.rf.8baa87fac64fef43faf0a6bd47c9d346.jpg,same_original_filename,dentalv7_or_unknown,yes
042_00537_10_a091_jpg.rf.074fdaf357dc46090b45b49a43d9dd9d.jpg,042_00537_10_a091_jpg.rf.bbeac978a19eefc5e31dcce60d381386.jpg,same_original_filename,dentalv7_or_unknown,yes
042_00537_10_a091_jpg.rf.4dd5632fb8c2c7d309afad2523f5fe33.jpg,042_00537_10_a091_jpg.rf.bbeac978a19eefc5e31dcce60d381386.jpg,same_original_filename,dentalv7_or_unknown,yes
042_00537_10_a091_jpg.rf.75905c870f0e669980d258dc82b72d5b.jpg,042_00537_10_a091_jpg.rf.bbeac978a19eefc5e31dcce60d381386.jpg,same_original_filename,dentalv7_or_unknown,yes
042_00537_10_a091_jpg.rf.e303e6375e4af057c66d4cafff0b0ec7.jpg,042_00537_10_a091_jpg.rf.bbeac978a19eefc5e31dcce60d381386.jpg,same_original_filename,dentalv7_or_unknown,yes
1001_jpg.rf.8e633c9d45f4317de067ef6c821225c8.jpg,1001_jpg.rf.b58f94349c0800d904f8560ab6f94414.jpg,same_original_filename,dentalv7_or_unknown,yes
1001_jpg.rf.99bdffbbb78e3cbd096951b0d2494c35.jpg,1001_jpg.rf.b58f94349c0800d904f8560ab6f94414.jpg,same_original_filename,dentalv7_or_unknown,yes
1001_jpg.rf.bfc7b3b6b90883cb2dc66cc65b2af33a.jpg,1001_jpg.rf.b58f94349c0800d904f8560ab6f94414.jpg,same_original_filename,dentalv7_or_unknown,yes
1001_jpg.rf.f6cedc79061d2962065432c53d9d6e6c.jpg,1001_jpg.rf.b58f94349c0800d904f8560ab6f94414.jpg,same_original_filename,dentalv7_or_unknown,yes
1001_jpg.rf.f9cc1b1ea04de1f7b3b44869fbc0d5d6.jpg,1001_jpg.rf.b58f94349c0800d904f8560ab6f94414.jpg,same_original_filename,dentalv7_or_unknown,yes
1007_jpg.rf.18589caa2d9f927c97e6595d3faa90c8.jpg,1007_jpg.rf.3e0b514a965998c03814d3d76c983a7f.jpg,same_original_filename,dentalv7_or_unknown,yes
1007_jpg.rf.5f73a86e4565e965d14b4f274aeffb9f.jpg,1007_jpg.rf.3e0b514a965998c03814d3d76c983a7f.jpg,same_original_filename,dentalv7_or_unknown,yes
1007_jpg.rf.630413dee9d6e42fd71d2292d2015f9f.jpg,1007_jpg.rf.3e0b514a965998c03814d3d76c983a7f.jpg,same_original_filename,dentalv7_or_unknown,yes
1007_jpg.rf.9aa952b9fa67262ebd87ca99c647d1d5.jpg,1007_jpg.rf.3e0b514a965998c03814d3d76c983a7f.jpg,same_original_filename,dentalv7_or_unknown,yes
1008_jpg.rf.2119935ba8c232e939254fca3fe991fc.jpg,1008_jpg.rf.c0cd3df66fd8be735d2188c0eba0e4f2.jpg,same_original_filename,dentalv7_or_unknown,yes
1008_jpg.rf.d71e9ca2dd554c199dd8b46daf9da2d1.jpg,1008_jpg.rf.c0cd3df66fd8be735d2188c0eba0e4f2.jpg,same_original_filename,dentalv7_or_unknown,yes
1008_jpg.rf.fb640602c01b3c0b18505e55fcdc759d.jpg,1008_jpg.rf.c0cd3df66fd8be735d2188c0eba0e4f2.jpg,same_original_filename,dentalv7_or_unknown,yes
1008_jpg.rf.feb408d21e5579a1ec49f2889ca32bc2.jpg,1008_jpg.rf.c0cd3df66fd8be735d2188c0eba0e4f2.jpg,same_original_filename,dentalv7_or_unknown,yes
1009_jpg.rf.02a915107f5219f129e4b281783aae3b.jpg,1009_jpg.rf.6345b12a6a1ac2d3681aba275666d026.jpg,same_original_filename,dentalv7_or_unknown,yes
1009_jpg.rf.0e730065cf7272c64fd130914d0bb01f.jpg,1009_jpg.rf.6345b12a6a1ac2d3681aba275666d026.jpg,same_original_filename,dentalv7_or_unknown,yes
1009_jpg.rf.7ecc28fdb6da2fea012593922b509194.jpg,1009_jpg.rf.6345b12a6a1ac2d3681aba275666d026.jpg,same_original_filename,dentalv7_or_unknown,yes
1009_jpg.rf.c83b400288a708c78a097b70a3ead55c.jpg,1009_jpg.rf.6345b12a6a1ac2d3681aba275666d026.jpg,same_original_filename,dentalv7_or_unknown,yes
100_jpg.rf.3ad80f2b98fd0789b91823a440070888.jpg,100_jpg.rf.289341d6d430de9d59dd7f6be994fa84.jpg,same_original_filename,dentalv7_or_unknown,yes
100_jpg.rf.c5926a6dd7772406178c395569d2ed72.jpg,100_jpg.rf.289341d6d430de9d59dd7f6be994fa84.jpg,same_original_filename,dentalv7_or_unknown,yes
